release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
Ghosts of Mars,14010832.0,8709640.0,0.622,5301192.0,0.37799999999999995,2001
American Outlaws,13678913.0,13342790.0,0.975,336123.0,0.025,2001
One Night at McCool's,13473370.0,6290673.0,0.467,7182697.0,0.5329999999999999,2001
Vidocq,13240767.0,0.0,0.0,13240767.0,1.0,2001
Head Over Heels,13127022.0,10424470.0,0.794,2702552.0,0.20600000000000002,2001
Formula 51,12881605.0,5204007.0,0.40399999999999997,7677598.0,0.596,2001
The Girl from Paris,12812396.0,183266.0,0.013999999999999999,12629130.0,0.986,2001
Apocalypse Now Redux,12543269.0,4626290.0,0.369,7916979.0,0.631,2001
Say It Isn't So,12320393.0,5520393.0,0.44799999999999995,6800000.0,0.552,2001
The Son's Room,11767402.0,1016340.0,0.086,10751062.0,0.914,2001
Les rois mages,11702020.0,0.0,0.0,11702020.0,1.0,2001
The Experiment,11455141.0,0.0,0.0,11455141.0,1.0,2001
Kabhi Khushi Kabhie Gham...,11329690.0,2902000.0,0.256,8427690.0,0.7440000000000001,2001
The Little Polar Bear,11243547.0,0.0,0.0,11243547.0,1.0,2001
Inuyasha the Movie: Affections Touching Across Time,10539779.0,0.0,0.0,10539779.0,1.0,2001
Town & Country,10372291.0,6719973.0,0.648,3652318.0,0.35200000000000004,2001
Wasabi,10366360.0,97220.0,0.009000000000000001,10269140.0,0.991,2001
The Wash,10229331.0,10097538.0,0.987,131793.0,0.013000000000000001,2001
Sexy Beast,10045677.0,6946056.0,0.691,3099621.0,0.309,2001
Girls on Top,10038662.0,0.0,0.0,10038662.0,1.0,2001
The Deep End,10031529.0,8823109.0,0.88,1208420.0,0.12,2001
Mad Love,9306362.0,280046.0,0.03,9026316.0,0.97,2001
Kandahar,8914751.0,1418314.0,0.159,7496437.0,0.841,2001
Son of the Bride,8772695.0,624757.0,0.071,8147938.0,0.929,2001
Ghost World,8764007.0,6217849.0,0.7090000000000001,2546158.0,0.29100000000000004,2001
The Forsaken,8704851.0,7288451.0,0.8370000000000001,1416400.0,0.163,2001
Tini: The New Life of Violetta,8678476.0,0.0,0.0,8678476.0,1.0,2001
The Prince and the Pirate,8579972.0,0.0,0.0,8579972.0,1.0,2001
Bones,8378853.0,7316658.0,0.873,1062195.0,0.127,2001
Merry Christmas,8228560.0,0.0,0.0,8228560.0,1.0,2001
The Hole,7644361.0,0.0,0.0,7644361.0,1.0,2001
Sex and Lucía,7640680.0,1594779.0,0.209,6045901.0,0.7909999999999999,2001
Monkeybone,7622365.0,5411999.0,0.71,2210366.0,0.29,2001
Mean Machine,7310206.0,92770.0,0.013000000000000001,7217436.0,0.987,2001
The Slurb,6854681.0,0.0,0.0,6854681.0,1.0,2001
China: The Panda Adventure,6784985.0,3921642.0,0.578,2863343.0,0.42200000000000004,2001
The Road Home,6780490.0,1280490.0,0.18899999999999997,5500000.0,0.8109999999999999,2001
The Piano Teacher,6749315.0,1012069.0,0.15,5737246.0,0.85,2001
Under the Sand,6531687.0,1452698.0,0.222,5078989.0,0.778,2001
The Devil's Backbone,6459020.0,755249.0,0.11699999999999999,5703771.0,0.883,2001
Megiddo: The Omega Code 2,6047691.0,6047691.0,1.0,0.0,0.0,2001
Chaos,6042938.0,0.0,0.0,6042938.0,1.0,2001
Tom Thumb,5867304.0,0.0,0.0,5867304.0,1.0,2001
The Golden Bowl,5753678.0,3050532.0,0.53,2703146.0,0.47,2001
A Fish Tale,5595327.0,563911.0,0.10099999999999999,5031416.0,0.899,2001
Made,5480653.0,5313300.0,0.9690000000000001,167353.0,0.031,2001
Read My Lips,5393526.0,1471911.0,0.273,3921615.0,0.727,2001
Charlotte Gray,5323109.0,741394.0,0.139,4581715.0,0.861,2001
The Lord of the Rings: The Two Towers,923015234.0,339789881.0,0.368,583225353.0,0.632,2002
Harry Potter and the Chamber of Secrets,878979634.0,261988482.0,0.298,616991152.0,0.7020000000000001,2002
Spider0Man,821708551.0,403706375.0,0.491,418002176.0,0.509,2002
Star Wars: Episode II 0 Attack of the Clones,645256452.0,302191252.0,0.46799999999999997,343065200.0,0.532,2002
Men in Black II,441818803.0,190418803.0,0.431,251400000.0,0.569,2002
Die Another Day,431971116.0,160942139.0,0.373,271028977.0,0.627,2002
Signs,408247917.0,227966634.0,0.5579999999999999,180281283.0,0.442,2002
Ice Age,383257136.0,176387405.0,0.46,206869731.0,0.54,2002
My Big Fat Greek Wedding,368744044.0,241438208.0,0.655,127305836.0,0.345,2002
Minority Report,358372926.0,132072926.0,0.369,226300000.0,0.631,2002
Catch Me If You Can,352114312.0,164615351.0,0.46799999999999997,187498961.0,0.532,2002
Chicago,306776732.0,170687518.0,0.556,136089214.0,0.444,2002
Austin Powers in Goldmember,296938801.0,213307889.0,0.718,83630912.0,0.282,2002
xXx,277448382.0,142109382.0,0.512,135339000.0,0.488,2002
Scooby0Doo,275650703.0,153294164.0,0.556,122356539.0,0.444,2002
Lilo & Stitch,273144151.0,145794338.0,0.534,127349813.0,0.466,2002
The Ring,249348933.0,129128133.0,0.518,120220800.0,0.48200000000000004,2002
8 Mile,242875078.0,116750901.0,0.48100000000000004,126124177.0,0.519,2002
The Bourne Identity,214034224.0,121661683.0,0.568,92372541.0,0.43200000000000005,2002
Red Dragon,209196298.0,93149898.0,0.445,116046400.0,0.555,2002
Two Weeks Notice,199043242.0,93354851.0,0.469,105688391.0,0.531,2002
Panic Room,196397415.0,96397334.0,0.491,100000081.0,0.509,2002
The Sum of All Fears,193921372.0,118907036.0,0.613,75014336.0,0.387,2002
Gangs of New York,193772504.0,77812000.0,0.402,115960504.0,0.598,2002
Road to Perdition,181001478.0,104454762.0,0.5770000000000001,76546716.0,0.423,2002
Sweet Home Alabama,180622424.0,127223418.0,0.7040000000000001,53399006.0,0.29600000000000004,2002
The Scorpion King,178799308.0,91047077.0,0.509,87752231.0,0.491,2002
Hero,177395557.0,53710019.0,0.303,123685538.0,0.6970000000000001,2002
The Santa Clause 2,172855065.0,139236327.0,0.8059999999999999,33618738.0,0.19399999999999998,2002
Mr. Deeds,171269535.0,126293452.0,0.737,44976083.0,0.263,2002
Stuart Little 2,169956806.0,64956806.0,0.382,105000000.0,0.618,2002
Blade II,155010032.0,82348319.0,0.531,72661713.0,0.469,2002
Maid in Manhattan,154906693.0,94011225.0,0.607,60895468.0,0.39299999999999996,2002
About a Boy,130549455.0,41385278.0,0.317,89164177.0,0.6829999999999999,2002
Space Station 3D,128363881.0,93383953.0,0.727,34979928.0,0.273,2002
The Time Machine,123729176.0,56832494.0,0.45899999999999996,66896682.0,0.541,2002
Spirit: Stallion of the Cimarron,122563539.0,73280117.0,0.598,49283422.0,0.402,2002
The Pianist,120072577.0,32572577.0,0.271,87500000.0,0.7290000000000001,2002
Spy Kids 2: Island of Lost Dreams,119723358.0,85846429.0,0.7170000000000001,33876929.0,0.28300000000000003,2002
Unfaithful,119137784.0,52775765.0,0.44299999999999995,66362019.0,0.557,2002
Snow Dogs,115035090.0,81172560.0,0.706,33862530.0,0.294,2002
We Were Soldiers,114660784.0,78122718.0,0.6809999999999999,36538066.0,0.319,2002
Insomnia,113714830.0,67355513.0,0.5920000000000001,46359317.0,0.408,2002
Return to Never Land,109862682.0,48430258.0,0.441,61432424.0,0.5589999999999999,2002
Treasure Planet,109578115.0,38176783.0,0.348,71401332.0,0.652,2002
The Hours,108846072.0,41675994.0,0.38299999999999995,67170078.0,0.617,2002
Asterix & Obelix: Mission Cleopatra,108012365.0,0.0,0.0,108012365.0,1.0,2002
About Schmidt,105834556.0,65016287.0,0.614,40818269.0,0.386,2002
The Tuxedo,104391623.0,50547998.0,0.484,53843625.0,0.516,2002
Resident Evil,102984862.0,40119709.0,0.39,62865153.0,0.61,2002
John Q,102244770.0,71756802.0,0.7020000000000001,30487968.0,0.298,2002
40 Days and 40 Nights,95146283.0,37950822.0,0.39899999999999997,57195461.0,0.601,2002
Changing Lanes,94935764.0,66818548.0,0.7040000000000001,28117216.0,0.29600000000000004,2002
28 Days Later,82719885.0,45064915.0,0.545,37654970.0,0.455,2002
Reign of Fire,82150183.0,43061982.0,0.524,39088201.0,0.47600000000000003,2002
The Rookie,80693537.0,75600072.0,0.937,5093465.0,0.063,2002
Jackass: The Movie,79493831.0,64255312.0,0.8079999999999999,15238519.0,0.192,2002
Collateral Damage,78382433.0,40077257.0,0.511,38305176.0,0.489,2002
Showtime,77741732.0,38082712.0,0.49,39659020.0,0.51,2002
Windtalkers,77628265.0,40914068.0,0.527,36714197.0,0.473,2002
Barbershop,77063924.0,75782105.0,0.983,1281819.0,0.017,2002
Bend It Like Beckham,76583333.0,32543449.0,0.425,44039884.0,0.575,2002
The Count of Monte Cristo,75395048.0,54234062.0,0.7190000000000001,21160986.0,0.281,2002
Divine Secrets of the Ya0Ya Sisterhood,73839240.0,69599016.0,0.943,4240224.0,0.057,2002
E.T. the Extra0Terrestrial 20th Anniversary,69177751.0,35306015.0,0.51,33871736.0,0.49,2002
The Sweetest Thing,68696770.0,24718164.0,0.36,43978606.0,0.64,2002
Ghost Ship,68349884.0,30113491.0,0.441,38236393.0,0.5589999999999999,2002
Star Trek: Nemesis,67336470.0,43254409.0,0.642,24082061.0,0.358,2002
Bad Company,65977295.0,30160161.0,0.457,35817134.0,0.5429999999999999,2002
K019: The Widowmaker,65716126.0,35168966.0,0.535,30547160.0,0.465,2002
High Crimes,63781810.0,41543917.0,0.6509999999999999,22237893.0,0.349,2002
Like Mike,62274780.0,51432760.0,0.826,10842020.0,0.174,2002
Crossroads,61141030.0,37191304.0,0.608,23949726.0,0.392,2002
The Wild Thornberrys,60694737.0,40108697.0,0.6609999999999999,20586040.0,0.33899999999999997,2002
Bowling for Columbine,58008423.0,21576018.0,0.37200000000000005,36432405.0,0.628,2002
Drumline,57588485.0,56399184.0,0.9790000000000001,1189301.0,0.021,2002
Murder by Numbers,56714147.0,31945749.0,0.563,24768398.0,0.43700000000000006,2002
Frida,56298474.0,25885000.0,0.46,30413474.0,0.54,2002
The Mothman Prophecies,55157539.0,35746370.0,0.648,19411169.0,0.35200000000000004,2002
Analyze That,55003135.0,32130627.0,0.584,22872508.0,0.41600000000000004,2002
The Hot Chick,54639553.0,35081594.0,0.642,19557959.0,0.358,2002
The Cat Returns,53452680.0,0.0,0.0,53452652.0,1.0,2002
Big Fat Liar,52970014.0,48360547.0,0.9129999999999999,4609467.0,0.087,2002
Dragonfly,52323400.0,30323400.0,0.58,22000000.0,0.42,2002
One Hour Photo,52223306.0,31597131.0,0.605,20626175.0,0.395,2002
Blue Crush,51843679.0,40390647.0,0.779,11453032.0,0.221,2002
Enough,51806184.0,40007742.0,0.772,11798442.0,0.228,2002
I Spy,51386477.0,33561137.0,0.653,17825340.0,0.34700000000000003,2002
Talk to Her 2002 Re0release,51001550.0,9285469.0,0.182,41716081.0,0.818,2002
A Walk to Remember,47494916.0,41281092.0,0.8690000000000001,6213824.0,0.131,2002
Eight Legged Freaks,45867333.0,17322606.0,0.37799999999999995,28544727.0,0.622,2002
Queen of the Damned,45479110.0,30336800.0,0.667,15142310.0,0.33299999999999996,2002
The Transporter,43928932.0,25296447.0,0.5760000000000001,18632485.0,0.424,2002
The Master of Disguise,43411001.0,40388794.0,0.93,3022207.0,0.07,2002
Orange County,43325009.0,41076018.0,0.948,2248991.0,0.052000000000000005,2002
8 Women,42426583.0,3098776.0,0.073,39327807.0,0.927,2002
Undercover Brother,41604473.0,39089928.0,0.94,2514545.0,0.06,2002
Pinocchio,41314585.0,3675719.0,0.08900000000000001,37638866.0,0.9109999999999999,2002
Clockstoppers,38793283.0,36989956.0,0.9540000000000001,1803327.0,0.046,2002
Van Wilder,38275483.0,21305259.0,0.557,16970224.0,0.44299999999999995,2002
The Banger Sisters,38068353.0,30307416.0,0.7959999999999999,7760937.0,0.204,2002
Halloween: Resurrection,37664855.0,30354442.0,0.8059999999999999,7310413.0,0.19399999999999998,2002
Swimfan,34411240.0,28564995.0,0.83,5846245.0,0.17,2002
Darkness,33988736.0,22163442.0,0.652,11825294.0,0.348,2002
Friday After Next,33526835.0,33253609.0,0.992,273226.0,0.008,2002
The Crocodile Hunter: Collision Course,33082548.0,28442574.0,0.86,4639974.0,0.14,2002
Confessions of a Dangerous Mind,33013805.0,16007718.0,0.485,17006087.0,0.515,2002
Adaptation.,32801173.0,22498520.0,0.6859999999999999,10302653.0,0.314,2002
Hart's War,32287044.0,19077641.0,0.591,13209403.0,0.409,2002
Blood Work,31794718.0,26235081.0,0.825,5559637.0,0.175,2002
The New Guy,31167388.0,29760152.0,0.955,1407236.0,0.045,2002
City of God,30641770.0,7564459.0,0.247,23077311.0,0.753,2002
Solaris,30002758.0,14973382.0,0.499,15029376.0,0.501,2002
The Four Feathers,29882645.0,18306166.0,0.613,11576479.0,0.387,2002
City by the Sea,29414087.0,22449000.0,0.763,6965087.0,0.237,2002
Christmas on the Nile,29320869.0,0.0,0.0,29320869.0,1.0,2002
Far from Heaven,29027914.0,15901849.0,0.5479999999999999,13126065.0,0.452,2002
Family Honor,28903789.0,0.0,0.0,28903789.0,1.0,2002
Brown Sugar,28316451.0,27363891.0,0.966,952560.0,0.034,2002
The Spanish Apartment,28193749.0,1067438.0,0.038,27126311.0,0.9620000000000001,2002
Pokemon 4Ever: Celebi 0 Voice of the Forest,28023563.0,1727447.0,0.062,26296116.0,0.938,2002
The Quiet American,27674124.0,12988801.0,0.469,14685323.0,0.531,2002
The Crime of Padre Amaro,26996738.0,5717044.0,0.212,21279694.0,0.7879999999999999,2002
All About the Benjamins,26306533.0,25916319.0,0.985,390214.0,0.015,2002
Rollerball,25852764.0,18990798.0,0.735,6861966.0,0.265,2002
Jonah: A VeggieTales Movie,25615231.0,25581229.0,0.9990000000000001,34002.0,0.001,2002
The Way Home,24952738.0,445367.0,0.018000000000000002,24507371.0,0.982,2002
Punch0Drunk Love,24665649.0,17844216.0,0.723,6821433.0,0.27699999999999997,2002
The Guru,24128852.0,3095506.0,0.128,21033346.0,0.872,2002
Dark Water,24010000.0,0.0,0.0,24010000.0,1.0,2002
25th Hour,23928503.0,13084595.0,0.547,10843908.0,0.45299999999999996,2002
Sex Is Zero,23915279.0,0.0,0.0,23915279.0,1.0,2002
Eight Crazy Nights,23833131.0,23586598.0,0.99,246533.0,0.01,2002
Detective Conan: The Phantom of Baker Street,23786606.0,0.0,0.0,23786606.0,1.0,2002
Antwone Fisher,23367586.0,21078145.0,0.902,2289441.0,0.098,2002
Ali G Indahouse,23280529.0,0.0,0.0,23280529.0,1.0,2002
Super Troopers,23182223.0,18492362.0,0.7979999999999999,4689861.0,0.20199999999999999,2002
"The Legend of Al, John and Jack",23039985.0,0.0,0.0,23039985.0,1.0,2002
Phone,21784403.0,0.0,0.0,21784403.0,1.0,2002
White Oleander,21672284.0,16357770.0,0.755,5314514.0,0.245,2002
Pokémon Heroes,20867919.0,746381.0,0.036000000000000004,20121538.0,0.9640000000000001,2002
Serving Sara,20146150.0,16930185.0,0.84,3215965.0,0.16,2002
Asterix & Obelix: Mission Cleopatra 2002 Re0release,20015611.0,3115188.0,0.156,16900423.0,0.8440000000000001,2002
Ballistic: Ecks vs. Sever,19924033.0,14307963.0,0.718,5616070.0,0.282,2002
S1m0ne,19576023.0,9688676.0,0.495,9887347.0,0.505,2002
The Lion King 2002 IMAX Release,19486215.0,15686215.0,0.805,3800000.0,0.195,2002
Tuck Everlasting,19344615.0,19161999.0,0.991,182616.0,0.009000000000000001,2002
Half Past Dead,19233280.0,15567860.0,0.809,3665420.0,0.191,2002
Martin Lawrence Live: Runteldat,19184820.0,19184820.0,1.0,0.0,0.0,2002
Feardotcom,18902015.0,13258249.0,0.701,5643766.0,0.299,2002
Empire,18591272.0,17600423.0,0.9470000000000001,990849.0,0.053,2002
The Country Bears,18012097.0,16990825.0,0.943,1021272.0,0.057,2002
Jail Breakers,17797711.0,0.0,0.0,17797711.0,1.0,2002
The Last Kiss,17720347.0,1048950.0,0.059000000000000004,16671397.0,0.941,2002
Frailty,17423030.0,13110448.0,0.752,4312582.0,0.248,2002
The Importance of Being Earnest,17290970.0,8384929.0,0.485,8906041.0,0.515,2002
Kung Pow: Enter the Fist,16994625.0,16037962.0,0.9440000000000001,956663.0,0.055999999999999994,2002
Dead Weight,16987957.0,0.0,0.0,16987957.0,1.0,2002
Life or Something Like It,16872671.0,14448589.0,0.856,2424082.0,0.14400000000000002,2002
The Good Girl,16856124.0,14018296.0,0.8320000000000001,2837828.0,0.168,2002
Femme Fatale,16838910.0,6630252.0,0.39399999999999996,10208658.0,0.606,2002
They,16446271.0,12840842.0,0.7809999999999999,3605429.0,0.21899999999999997,2002
The Powerpuff Girls Movie,16426471.0,11412414.0,0.695,5014057.0,0.305,2002
The Magdalene Sisters,16373112.0,306989.0,0.019,16066123.0,0.981,2002
The Emperor's Club,16318449.0,14118751.0,0.865,2199698.0,0.135,2002
Rabbit0Proof Fence,16217411.0,6199600.0,0.382,10017811.0,0.618,2002
Birthday Girl,16171098.0,5142576.0,0.318,11028522.0,0.682,2002
To Be and to Have,16063920.0,777129.0,0.048,15286791.0,0.9520000000000001,2002
Doraemon: Nobita and the Robot Kingdom,16053687.0,0.0,0.0,16053687.0,1.0,2002
Public Enemy,15897574.0,0.0,0.0,15897574.0,1.0,2002
Hey Arnold! The Movie,15249308.0,13728902.0,0.9,1520406.0,0.1,2002
Boat Trip,15020293.0,8600126.0,0.573,6420167.0,0.42700000000000005,2002
Undisputed,14946150.0,12764657.0,0.8540000000000001,2181493.0,0.146,2002
Possession,14815898.0,10113733.0,0.6829999999999999,4702165.0,0.317,2002
Hollywood Ending,14569744.0,4850753.0,0.33299999999999996,9718991.0,0.667,2002
Stealing Harvard,14277032.0,14036406.0,0.983,240626.0,0.017,2002
Godzilla Against Mechagodzilla,14122958.0,0.0,0.0,14122958.0,1.0,2002
Wet Dreams,13936317.0,0.0,0.0,13936317.0,1.0,2002
Dirty Pretty Things,13904766.0,8112414.0,0.583,5792352.0,0.41700000000000004,2002
Juwanna Mann,13802599.0,13670733.0,0.99,131866.0,0.01,2002
Trapped,13414416.0,7073251.0,0.527,6341165.0,0.473,2002
Toei Spring Anime Fair,13107237.0,0.0,0.0,13107237.0,1.0,2002
Long Time Dead,13102295.0,0.0,0.0,13102295.0,1.0,2002
Knockaround Guys,12806614.0,11715637.0,0.915,1090977.0,0.085,2002
Narc,12633747.0,10465659.0,0.828,2168088.0,0.172,2002
The Other Side of the Bed,12630208.0,0.0,0.0,12630208.0,1.0,2002
Sorority Boys,12517488.0,10200032.0,0.815,2317456.0,0.185,2002
Nine Queens,12413888.0,1222889.0,0.099,11190999.0,0.9009999999999999,2002
Abandon,12302219.0,10727683.0,0.872,1574536.0,0.128,2002
The Eye,12165016.0,512049.0,0.042,11652967.0,0.958,2002
2009: Lost Memories,12049825.0,0.0,0.0,12049825.0,1.0,2002
The Rules of Attraction,11819244.0,6532619.0,0.5529999999999999,5286625.0,0.447,2002
Mohou0han,11702775.0,0.0,0.0,11702775.0,1.0,2002
The Order,11560806.0,7660806.0,0.6629999999999999,3900000.0,0.337,2002
Adrenaline Rush: The Science of Risk,11011932.0,10994028.0,0.998,17904.0,0.002,2002
Extreme Ops,10959475.0,4842259.0,0.442,6117216.0,0.5579999999999999,2002
Champion,10569737.0,0.0,0.0,10569737.0,1.0,2002
Bibi Blocksberg,10325928.0,0.0,0.0,10325928.0,1.0,2002
Kamen Rider Ryuki: Episode Final,10112538.0,0.0,0.0,10112538.0,1.0,2002
Pulse: A Stomp Odyssey,10086514.0,10086514.0,1.0,0.0,0.0,2002
The Lord of the Rings: The Return of the King,1140703091.0,377027325.0,0.331,763654686.0,0.669,2003
Finding Nemo,871014978.0,339714978.0,0.39,531300000.0,0.61,2003
The Matrix Reloaded,739412035.0,281576461.0,0.381,457835574.0,0.619,2003
Pirates of the Caribbean: The Curse of the Black Pearl,654264015.0,305413918.0,0.467,348850097.0,0.5329999999999999,2003
Bruce Almighty,484592874.0,242829261.0,0.501,241763613.0,0.499,2003
The Last Samurai,454627263.0,111127263.0,0.244,343500000.0,0.7559999999999999,2003
Terminator 3: Rise of the Machines,433371112.0,150371112.0,0.34700000000000003,283000000.0,0.653,2003
The Matrix Revolutions,427343298.0,139313948.0,0.326,288029350.0,0.674,2003
X2: X0Men United,407711549.0,214949694.0,0.527,192761855.0,0.473,2003
Bad Boys II,273339556.0,138608444.0,0.507,134731112.0,0.493,2003
Something's Gotta Give,265328738.0,124728738.0,0.47,140600000.0,0.53,2003
Charlie's Angels: Full Throttle,259175788.0,100830111.0,0.389,158345677.0,0.611,2003
The Village,256697520.0,114197520.0,0.445,142500000.0,0.555,2003
Brother Bear,250397798.0,85336277.0,0.341,165061521.0,0.659,2003
Hulk,245285165.0,132177234.0,0.539,113107931.0,0.461,2003
Love Actually,244931766.0,59696144.0,0.244,185235622.0,0.7559999999999999,2003
2 Fast 2 Furious,236350661.0,127154901.0,0.5379999999999999,109195760.0,0.462,2003
American Wedding,232722935.0,104565114.0,0.449,128157821.0,0.551,2003
Scary Movie 3,220673217.0,110003217.0,0.498,110670000.0,0.502,2003
Elf,220443451.0,173398518.0,0.787,47044933.0,0.213,2003
Master and Commander: The Far Side of the World,211622535.0,93927920.0,0.444,117694615.0,0.556,2003
S.W.A.T.,207725639.0,116934650.0,0.563,90790989.0,0.43700000000000006,2003
Spy Kids 3: Game Over,197011982.0,111761982.0,0.5670000000000001,85250000.0,0.433,2003
Anger Management,195745823.0,135645823.0,0.693,60100000.0,0.307,2003
Cheaper by the Dozen,190212113.0,138614544.0,0.7290000000000001,51597569.0,0.271,2003
The Haunted Mansion,182290266.0,75847266.0,0.41600000000000004,106443000.0,0.584,2003
Kill Bill: Vol. 1,180899045.0,70099045.0,0.38799999999999996,110800000.0,0.612,2003
The League of Extraordinary Gentlemen,179265204.0,66465204.0,0.371,112800000.0,0.629,2003
Daredevil,179179718.0,102543518.0,0.5720000000000001,76636200.0,0.428,2003
How to Lose a Guy in 10 Days,177503042.0,105813373.0,0.596,71689014.0,0.40399999999999997,2003
The Italian Job,176070171.0,106128601.0,0.603,69941570.0,0.397,2003
